statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
統計年,區域別代碼,區域別,村里名稱,總計,博畢_男,博畢_女,博肄_男,博肄_女,碩畢_男,碩畢_女,碩肄_男,碩肄_女,大畢_男,大畢_女,大肄_男,大肄_女,二畢_男,二畢_女,二肄_男,二肄_女,後二畢_男,後二畢_女,後二肄_男,後二肄_女,高畢_男,高畢_女,高肄_男,高肄_女,職畢_男,職畢_女,職肄_男,職肄_女,前三肄_男,前三肄_女,國畢_男,國畢_女,國肄_男,國肄_女,初畢_男,初畢_女,初肄_男,初肄_女,小畢_男,小畢_女,小肄_男,小肄_女,自修_男,自修_女,不識_男,不識_女
108,64000100011,高雄市旗津區,中洲里,1881,2,1,2,0,25,9,9,6,122,149,61,49,37,35,8,6,27,22,0,2,39,34,19,10,159,166,51,34,2,4,217,115,23,12,1,0,1,0,167,146,20,50,1,1,3,34
108,64000100012,高雄市旗津區,安順里,920,2,0,0,1,12,7,2,2,52,47,24,15,19,11,3,7,16,8,0,1,13,13,14,8,116,86,38,23,1,2,85,48,17,7,1,0,0,0,72,88,14,24,0,0,1,20
108,64000100013,高雄市旗津區,中興里,2591,3,0,1,0,41,35,10,13,174,228,83,70,52,58,10,13,31,27,4,1,35,38,27,19,254,253,70,46,9,6,205,140,32,20,0,0,0,0,185,207,34,69,2,8,8,70
108,64000110001,高雄市小港區,小港里,2338,4,0,2,0,66,32,18,14,236,224,65,51,72,61,22,5,53,40,1,5,43,39,28,29,261,237,57,49,3,13,112,119,18,11,2,2,1,0,96,136,8,32,0,0,13,58
108,64000110002,高雄市小港區,港口里,3254,8,6,10,0,140,78,30,33,430,433,82,82,114,82,19,13,88,69,6,0,56,74,18,17,367,367,77,47,4,13,82,139,5,13,3,0,0,0,56,138,10,19,2,0,3,21
108,64000110003,高雄市小港區,港正里,2620,9,5,2,2,67,35,22,23,310,295,93,57,94,78,12,10,89,62,2,1,40,40,47,32,264,272,63,37,5,13,110,135,18,26,3,1,0,0,44,160,1,20,1,3,2,15
108,64000110004,高雄市小港區,港墘里,1772,4,1,7,1,59,24,10,12,161,178,69,63,44,45,8,5,41,30,2,1,31,28,19,17,214,201,50,32,2,7,74,90,9,13,1,1,0,0,48,113,6,23,0,2,2,24
108,64000110005,高雄市小港區,港明里,3210,0,0,3,1,60,35,23,16,278,291,95,103,69,60,21,15,73,55,4,1,60,56,27,30,403,358,107,78,8,16,186,153,25,20,5,1,0,0,127,254,14,34,2,4,3,36
108,64000110006,高雄市小港區,港后里,2600,4,2,3,1,49,33,21,13,252,251,82,91,70,67,10,8,48,34,4,5,40,43,23,26,335,291,91,59,5,16,146,131,19,13,3,0,1,0,89,158,13,22,1,1,0,26
108,64000110007,高雄市小港區,港南里,2720,5,2,3,2,81,50,19,13,264,294,89,79,89,71,12,13,66,43,7,5,66,50,28,29,307,281,91,55,5,13,146,104,27,23,0,1,1,0,89,129,14,23,0,1,1,29
108,64000110008,高雄市小港區,港興里,2329,2,3,4,0,60,37,20,9,219,217,85,70,61,56,13,6,55,41,5,1,39,41,28,22,295,231,61,37,5,8,84,111,14,14,1,1,1,0,94,150,18,33,2,1,11,63
108,64000110009,高雄市小港區,鳳宮里,2677,4,1,0,0,79,41,17,9,286,294,88,83,67,77,12,12,50,43,4,4,50,45,23,24,307,292,76,60,3,17,122,132,16,24,0,1,0,0,81,159,9,23,0,9,5,28
108,64000110010,高雄市小港區,店鎮里,5988,9,3,5,3,165,73,51,36,578,585,223,185,174,167,46,25,108,100,15,6,78,94,68,63,750,719,167,122,14,24,256,316,39,37,3,2,4,0,168,297,27,72,4,7,10,90
108,64000110011,高雄市小港區,大苓里,2566,4,1,5,2,76,52,13,11,252,273,74,71,72,62,16,7,64,49,6,3,52,39,28,18,287,322,72,49,4,13,89,123,21,18,1,0,0,0,89,148,8,31,2,3,4,32
108,64000110012,高雄市小港區,二苓里,3786,3,2,4,1,87,71,29,21,358,361,128,107,102,112,18,15,66,61,7,6,63,67,33,36,459,404,120,63,8,12,185,198,26,22,1,2,0,1,144,236,16,40,0,10,8,73
108,64000110013,高雄市小港區,三苓里,2914,9,4,3,2,82,45,22,13,282,316,98,78,66,84,24,10,72,56,5,7,58,65,30,23,346,321,66,52,3,10,126,142,20,24,0,3,1,1,88,178,9,24,1,1,6,38
108,64000110014,高雄市小港區,正苓里,4144,7,3,2,1,114,49,38,19,380,452,140,114,92,96,26,16,73,78,4,9,85,90,50,59,507,457,143,93,9,20,144,230,29,36,0,1,1,1,135,233,16,48,1,5,5,33
108,64000110015,高雄市小港區,順苓里,4479,7,1,8,1,101,65,35,30,440,517,165,139,116,124,32,15,110,88,3,4,72,95,43,46,541,499,128,110,8,22,165,251,20,39,3,0,2,0,123,221,11,30,2,3,5,39
108,64000110016,高雄市小港區,六苓里,2693,4,2,4,3,85,67,25,14,263,311,112,105,86,80,13,14,58,65,1,4,47,37,36,35,277,293,61,44,0,28,86,113,20,20,1,0,0,0,69,131,17,20,0,3,4,35
108,64000110017,高雄市小港區,宏亮里,3347,3,1,5,2,66,50,25,26,309,337,111,111,104,98,20,16,75,67,6,2,63,66,32,38,372,372,118,66,4,16,148,182,26,23,2,1,1,0,107,190,10,28,0,3,5,40
108,64000110018,高雄市小港區,山東里,3007,6,0,2,0,84,40,34,20,290,314,104,74,96,82,17,13,86,62,4,1,64,68,30,20,369,319,78,72,3,4,105,144,20,28,2,5,0,0,85,189,10,28,0,3,0,32
108,64000110019,高雄市小港區,青島里,2389,1,1,3,1,52,19,8,14,192,234,98,80,73,52,6,13,66,52,2,1,55,59,30,16,298,282,66,49,7,11,103,111,15,13,0,1,0,0,58,165,12,40,1,6,0,23
108,64000110020,高雄市小港區,濟南里,4213,6,0,5,0,127,80,32,23,429,496,148,135,148,113,23,15,104,61,10,4,80,76,53,39,476,462,113,63,5,26,164,213,25,34,2,2,0,0,104,222,9,36,0,3,2,45
108,64000110021,高雄市小港區,泰山里,3332,7,4,4,0,111,67,36,27,335,363,106,98,101,110,28,15,91,60,5,2,47,63,36,36,355,356,74,42,5,18,110,175,27,28,1,2,1,0,117,172,10,43,3,2,4,35
108,64000110022,高雄市小港區,山明里,11757,15,3,16,2,249,182,88,76,1017,1183,442,382,340,367,74,74,243,189,9,11,184,251,147,131,1335,1324,372,285,23,78,489,628,106,83,2,2,1,0,384,602,57,129,3,14,11,154
108,64000110023,高雄市小港區,高松里,4089,7,2,2,1,88,53,29,11,351,373,115,106,107,114,26,20,79,44,5,8,61,76,52,21,550,438,153,88,10,14,187,228,30,41,1,0,0,0,180,282,14,62,3,8,2,47
108,64000110024,高雄市小港區,松金里,2652,3,0,2,1,59,25,22,13,226,249,105,76,62,67,17,10,57,43,4,4,52,45,17,15,314,324,93,47,6,14,135,158,16,23,1,1,0,1,96,166,12,31,0,3,8,29
108,64000110025,高雄市小港區,松山里,3139,7,1,4,1,97,63,32,13,312,351,79,83,118,93,20,11,72,55,3,5,48,43,29,37,386,317,79,39,4,11,116,148,12,14,2,0,0,0,127,194,16,29,0,1,4,63
108,64000110026,高雄市小港區,大坪里,2869,1,3,2,0,50,23,19,16,229,255,117,80,68,95,18,11,48,52,2,4,43,37,34,27,368,342,115,61,7,14,125,134,39,12,2,1,1,0,113,168,20,39,4,9,3,58
108,64000110027,高雄市小港區,坪頂里,6143,4,7,6,4,115,77,43,27,512,582,224,189,175,160,47,32,105,92,16,4,105,109,72,59,807,741,243,148,9,34,299,305,51,35,3,2,2,0,205,262,30,77,1,2,17,104
108,64000110028,高雄市小港區,孔宅里,4733,3,1,5,1,101,61,35,27,506,496,165,139,127,110,24,25,87,69,7,4,112,124,37,43,538,513,157,117,13,15,225,233,36,42,3,3,0,0,140,245,28,47,2,15,7,45
108,64000110029,高雄市小港區,廈莊里,3789,7,4,3,2,98,60,33,33,432,437,127,125,132,131,22,18,74,52,6,7,71,74,35,32,412,407,103,55,4,18,146,175,28,21,1,2,0,0,101,196,25,33,2,3,3,39
108,64000110030,高雄市小港區,合作里,2667,2,1,0,1,62,28,13,12,229,251,89,68,75,62,19,20,44,43,8,1,43,27,25,24,361,284,77,42,1,18,129,144,20,26,4,3,1,0,137,191,16,31,1,4,2,28
108,64000110031,高雄市小港區,桂林里,8063,13,9,9,3,180,106,63,44,720,839,315,269,228,214,53,35,170,152,10,8,140,141,93,89,968,950,235,151,13,35,375,417,46,52,2,6,3,1,262,459,26,83,0,4,4,68
108,64000110032,高雄市小港區,中厝里,3799,4,0,6,2,98,44,25,14,334,355,133,107,112,97,28,16,58,50,4,5,61,69,36,38,466,414,130,86,3,25,214,217,23,22,1,2,0,0,162,222,23,52,1,3,2,35
108,64000110033,高雄市小港區,鳳鳴里,3231,1,0,2,4,56,37,19,19,289,300,104,89,90,65,17,14,65,49,2,1,50,35,32,32,428,395,98,63,3,9,151,166,23,25,6,1,1,1,115,170,22,35,0,9,16,122
108,64000110034,高雄市小港區,龍鳳里,3162,7,1,6,1,88,53,25,14,298,310,102,84,88,74,23,14,48,43,4,3,35,47,30,32,404,340,91,48,2,15,133,149,13,23,0,1,0,0,126,185,29,38,3,5,9,118
108,64000110035,高雄市小港區,鳳森里,2271,1,0,1,1,43,33,6,6,212,229,77,61,75,65,13,12,47,45,4,5,42,27,17,16,282,244,59,38,3,4,110,102,11,12,2,1,1,0,86,159,13,25,1,5,5,70
108,64000110036,高雄市小港區,鳳林里,3115,3,1,3,0,61,47,21,20,273,303,96,83,91,94,20,10,55,46,6,1,50,46,27,34,375,382,78,48,3,6,152,140,22,29,0,1,0,0,128,191,13,36,2,11,10,97
108,64000110037,高雄市小港區,鳳興里,2571,3,1,1,1,46,29,12,6,224,270,91,65,70,73,19,8,38,47,2,1,40,38,29,16,342,264,59,48,4,17,121,150,20,8,1,0,0,0,107,158,15,30,0,1,8,88
108,64000110038,高雄市小港區,鳳源里,3736,3,1,6,1,69,46,17,8,327,352,142,94,93,95,27,24,61,49,2,2,59,48,30,38,454,392,104,76,6,15,195,215,28,26,2,1,0,0,190,194,26,56,1,7,15,139
108,64000121001,高雄市鳳山一,縣口里,418,3,1,2,1,17,10,2,2,54,45,9,12,10,10,0,1,23,16,1,1,13,16,3,3,32,39,6,4,0,1,16,17,1,2,0,0,0,0,14,25,1,1,0,2,0,2
108,64000121002,高雄市鳳山一,成功里,632,2,0,0,1,26,14,2,2,74,76,17,17,24,20,1,0,31,16,3,1,20,20,4,6,59,47,5,3,3,2,15,29,4,1,0,1,0,0,21,55,0,2,1,2,1,4
108,64000121003,高雄市鳳山一,光明里,1344,4,1,3,2,37,19,10,10,177,141,47,28,27,25,7,4,51,42,1,2,32,38,15,4,136,147,30,15,0,4,42,68,6,7,0,0,0,0,42,94,4,11,0,2,2,7
108,64000121004,高雄市鳳山一,興中里,892,4,2,2,1,27,36,9,7,102,116,31,23,19,21,5,2,26,25,0,0,16,16,10,12,72,86,15,11,2,1,39,42,4,7,1,0,0,0,35,44,2,6,0,1,1,11
108,64000121005,高雄市鳳山一,南興里,918,2,0,1,1,27,25,9,5,108,111,22,23,32,28,4,3,30,24,1,0,18,25,9,10,83,79,16,12,1,2,38,36,7,8,3,0,0,1,33,65,2,5,1,1,0,7
108,64000121006,高雄市鳳山一,和德里,2046,9,6,2,0,74,51,14,17,245,264,80,62,73,89,8,5,66,48,3,2,42,50,16,24,164,191,37,30,2,15,78,84,11,10,1,1,0,0,37,104,6,8,0,3,0,14
108,64000121007,高雄市鳳山一,鳳崗里,1088,8,2,2,3,49,39,15,5,126,147,29,26,34,29,4,3,40,24,1,2,30,32,9,11,77,109,16,10,1,1,36,61,10,6,3,1,0,0,19,53,4,3,0,1,0,7
108,64000121008,高雄市鳳山一,中和里,3485,10,5,13,4,120,83,31,25,441,418,91,107,116,97,14,8,116,104,8,2,98,82,26,27,333,361,46,41,4,10,112,144,13,11,2,2,0,0,75,205,7,34,3,7,1,28
108,64000121009,高雄市鳳山一,鎮北里,9637,28,10,11,6,312,239,86,78,1266,1442,268,234,310,300,56,41,216,200,12,9,195,206,79,56,981,1059,202,115,14,31,287,382,52,45,2,3,1,0,223,429,19,62,1,7,9,53
108,64000121010,高雄市鳳山一,縣衙里,835,2,0,0,1,25,17,10,9,117,90,34,30,17,17,2,1,24,21,3,1,24,21,8,7,85,88,5,11,1,3,24,35,3,6,1,0,0,0,26,56,0,5,0,1,0,4
108,64000121011,高雄市鳳山一,文英里,3679,8,4,4,2,121,86,30,33,427,446,122,96,106,106,13,9,108,84,8,7,92,97,28,22,377,379,69,66,5,21,125,143,22,20,2,4,2,0,85,230,3,35,3,6,0,23
108,64000121012,高雄市鳳山一,鎮西里,5078,12,8,6,4,138,89,33,25,565,517,165,148,157,143,16,9,165,119,9,7,120,129,51,59,531,548,96,59,8,23,184,221,31,24,5,4,0,1,175,362,17,39,0,4,6,46
108,64000121013,高雄市鳳山一,鎮東里,2514,5,1,4,1,67,45,15,13,270,267,83,58,78,67,15,6,78,49,1,3,52,74,25,11,289,270,48,39,4,8,106,104,17,15,1,2,1,0,80,173,10,22,1,3,2,31
108,64000121014,高雄市鳳山一,埤頂里,6170,15,8,9,3,158,102,45,32,673,705,195,166,205,177,22,20,155,147,9,6,155,155,37,40,701,656,125,94,14,22,212,273,37,37,2,5,2,1,191,429,20,57,1,8,1,43
108,64000121015,高雄市鳳山一,中正里,4177,5,2,7,0,90,65,30,18,470,396,113,113,163,114,19,9,115,91,4,4,140,147,39,29,435,414,80,65,4,11,129,199,19,32,2,4,1,1,66,405,5,48,0,9,1,64
108,64000121018,高雄市鳳山一,瑞竹里,5203,9,2,11,0,142,101,39,32,567,586,159,128,157,175,32,12,137,105,6,5,110,104,45,50,600,568,93,69,6,17,188,232,22,26,2,6,0,1,172,348,21,49,1,12,3,53
108,64000121019,高雄市鳳山一,忠義里,4789,19,5,8,2,191,124,46,37,568,568,155,162,154,147,24,10,125,117,10,4,114,119,58,50,422,518,96,64,10,24,154,181,37,24,4,2,3,1,91,239,11,35,0,7,4,45
108,64000121020,高雄市鳳山一,誠義里,3911,19,7,15,7,235,104,47,26,515,543,169,119,167,149,10,7,115,92,3,7,65,68,64,61,328,371,63,33,8,16,66,128,17,17,1,0,0,0,51,166,4,13,1,2,0,12
108,64000121021,高雄市鳳山一,新興里,2620,2,0,0,2,41,25,17,7,201,155,59,42,72,42,12,6,102,53,7,6,106,63,35,19,398,279,97,39,1,4,202,120,38,18,1,0,1,0,115,153,19,25,2,6,7,21
108,64000121022,高雄市鳳山一,海光里,2991,7,2,2,0,85,53,25,17,365,327,87,80,94,88,22,10,90,81,7,4,69,74,28,24,333,339,62,40,2,13,100,147,10,14,1,3,0,1,57,171,7,20,1,4,1,24
108,64000121024,高雄市鳳山一,忠誠里,3540,12,0,7,5,109,73,17,26,409,428,111,92,95,97,20,7,79,62,5,5,76,63,44,28,384,382,58,49,8,16,132,161,21,10,2,2,2,0,132,243,7,31,0,2,4,24
108,64000121030,高雄市鳳山一,東門里,5575,10,2,7,3,128,85,42,27,556,545,183,163,157,151,25,20,150,136,4,5,145,161,47,48,632,660,114,92,8,30,195,286,30,35,2,2,0,1,128,419,25,49,0,9,5,53
108,64000121031,高雄市鳳山一,瑞興里,5010,14,3,13,2,163,102,51,41,572,648,211,153,158,168,20,11,124,131,7,12,85,117,58,41,497,581,90,68,9,15,134,207,28,26,1,1,0,0,104,257,8,30,1,3,2,43
108,64000121035,高雄市鳳山一,鳳東里,6291,14,3,8,8,213,119,69,47,705,733,222,189,198,206,29,17,180,136,5,6,139,137,60,51,645,707,129,86,12,28,183,275,33,34,2,6,1,0,174,363,13,56,1,1,2,46
108,64000121039,高雄市鳳山一,文德里,9145,54,27,28,10,452,280,100,97,1208,1286,354,314,268,311,39,25,303,311,10,11,191,245,93,123,702,990,119,89,12,40,190,264,41,44,6,4,1,3,113,311,13,34,0,5,0,24
108,64000121041,高雄市鳳山一,曹公里,1942,5,4,3,1,77,60,20,14,221,259,50,55,47,49,8,2,58,53,3,5,53,53,19,14,188,189,21,21,0,9,73,76,11,13,1,0,0,0,54,107,5,16,1,8,2,14
108,64000121042,高雄市鳳山一,興仁里,3533,6,6,5,0,107,72,21,21,421,384,111,82,104,95,15,6,98,89,1,6,88,78,38,36,355,382,67,43,8,19,105,174,25,23,4,3,2,1,104,233,12,43,0,5,3,32
108,64000121044,高雄市鳳山一,忠孝里,5867,11,11,10,2,179,96,50,48,628,629,181,181,201,160,28,22,160,137,10,9,124,152,60,59,609,642,136,84,9,23,210,282,36,23,1,2,0,2,153,406,16,43,2,3,1,36
108,64000121045,高雄市鳳山一,生明里,2087,2,2,2,1,49,26,13,14,224,226,70,60,79,67,10,7,59,51,1,3,50,48,22,17,229,227,47,34,0,5,74,114,7,10,0,1,0,0,57,127,6,16,0,6,2,22
108,64000121046,高雄市鳳山一,和興里,4908,9,3,11,0,150,124,48,28,560,660,152,105,155,156,12,7,137,117,6,3,101,97,52,49,475,515,101,64,10,17,178,204,20,33,4,3,0,2,144,267,13,43,1,6,4,62
108,64000121047,高雄市鳳山一,協和里,3438,11,3,5,2,126,87,28,25,397,382,118,86,128,112,14,13,86,86,3,6,83,81,44,33,323,356,65,44,5,13,117,132,20,23,1,0,0,0,76,216,9,29,1,7,3,39
108,64000121048,高雄市鳳山一,文山里,6463,26,14,12,10,183,154,52,38,756,745,201,140,176,182,35,13,171,138,2,5,145,127,64,55,728,672,119,79,11,23,275,292,35,37,3,8,1,1,199,404,21,42,2,5,3,59
108,64000121050,高雄市鳳山一,誠德里,2656,6,2,4,2,68,50,19,17,266,307,92,81,90,75,15,9,81,62,4,4,60,60,25,21,265,294,50,45,6,11,101,122,23,14,4,3,1,0,61,194,7,18,0,1,1,15
108,64000121051,高雄市鳳山一,三民里,1049,5,1,3,1,45,27,6,8,146,132,38,21,28,28,2,1,39,24,0,1,22,30,7,9,87,97,17,10,0,5,26,48,8,7,0,0,1,0,29,72,2,5,0,1,0,10
108,64000121053,高雄市鳳山一,北門里,4222,3,2,7,2,98,56,27,23,403,409,117,83,108,128,8,13,104,85,13,5,111,118,32,35,523,448,95,73,4,13,196,213,28,18,3,5,1,0,169,306,20,49,0,4,1,63
108,64000121056,高雄市鳳山一,文華里,8554,23,10,13,10,351,224,66,80,993,1092,270,229,266,289,43,22,222,197,6,4,184,203,94,91,815,930,167,119,11,45,227,336,40,48,5,6,0,0,158,466,18,86,0,12,3,80
108,64000121058,高雄市鳳山一,武松里,2722,6,5,2,0,68,45,18,14,292,275,73,57,88,63,8,10,67,45,9,5,56,50,21,22,318,314,56,42,7,11,134,144,23,12,2,4,0,1,110,184,8,26,0,6,0,21
108,64000121059,高雄市鳳山一,文衡里,4175,21,6,5,2,161,135,46,29,537,596,151,124,123,145,21,10,120,110,10,3,83,99,37,47,377,433,59,54,11,22,90,148,19,20,3,1,0,2,73,183,8,27,0,3,4,17
108,64000121060,高雄市鳳山一,文福里,9636,42,14,23,4,373,291,93,72,1215,1382,346,303,298,349,42,26,306,269,14,4,221,247,100,80,841,1089,169,139,14,46,213,328,30,52,5,5,0,0,130,365,12,39,1,4,1,39
108,64000121061,高雄市鳳山一,誠信里,2182,2,1,3,2,47,26,18,17,220,239,82,70,61,70,15,8,59,55,6,4,45,53,23,25,244,315,63,31,1,13,66,95,17,14,1,2,0,0,39,105,8,8,0,0,1,8
108,64000121062,高雄市鳳山一,誠智里,2770,4,5,5,2,72,47,19,20,271,277,96,77,82,81,17,10,73,60,7,6,67,98,20,11,328,344,64,33,3,23,99,112,12,14,1,0,2,0,74,173,3,29,0,3,4,22
108,64000122016,高雄市鳳山二,鎮南里,4918,12,2,7,2,133,77,38,24,432,430,178,155,129,113,27,23,118,90,12,4,90,89,51,41,602,576,145,93,10,23,235,236,31,30,5,4,2,1,195,309,19,47,1,10,6,61
108,64000122017,高雄市鳳山二,老爺里,7030,11,5,7,2,169,84,46,39,593,658,239,228,208,200,47,25,139,125,13,5,139,107,74,52,845,808,228,135,14,32,341,365,43,50,5,6,0,1,283,480,22,81,1,9,4,62
108,64000122025,高雄市鳳山二,新甲里,2981,6,3,5,1,70,50,34,13,285,324,104,88,83,90,12,7,69,54,4,6,71,48,42,24,320,341,83,60,5,12,112,130,17,22,3,2,1,0,105,210,11,35,0,6,1,12
108,64000122026,高雄市鳳山二,武漢里,4830,10,3,5,1,155,94,36,37,496,535,190,132,158,143,26,19,159,111,6,5,78,102,38,41,517,541,122,74,3,23,179,219,30,30,3,4,0,1,131,290,11,33,1,7,1,30
108,64000122027,高雄市鳳山二,正義里,6380,4,4,8,1,158,92,39,28,557,589,235,156,185,181,40,24,145,100,3,7,101,106,44,66,792,728,182,94,8,36,261,308,48,41,6,3,2,0,285,532,21,90,0,5,7,58
108,64000122028,高雄市鳳山二,一甲里,3358,0,0,4,1,73,47,34,18,276,298,96,92,103,91,20,11,70,58,3,2,60,70,26,30,392,366,106,48,6,18,171,172,26,27,6,0,1,0,150,265,16,52,2,5,3,43
108,64000122029,高雄市鳳山二,福興里,5987,8,8,7,2,119,69,32,37,489,566,195,148,153,186,35,24,130,90,8,5,125,110,61,57,710,638,169,114,8,29,290,337,53,50,5,7,1,0,247,463,28,95,5,13,3,58
108,64000122032,高雄市鳳山二,天興里,3585,2,1,4,1,81,37,25,14,311,338,134,111,110,80,19,9,64,52,2,3,59,68,18,28,454,422,98,64,4,17,168,195,28,24,1,4,0,0,146,268,19,54,0,8,5,35
108,64000122033,高雄市鳳山二,新強里,5477,13,7,8,6,195,150,48,46,582,634,195,172,172,194,27,17,112,126,1,6,106,93,74,68,544,578,141,72,16,28,208,202,32,40,3,1,3,1,147,300,16,60,1,3,1,28
108,64000122034,高雄市鳳山二,國泰里,3811,14,3,4,0,101,53,26,21,392,411,103,91,140,104,25,12,93,58,3,3,89,85,26,22,417,411,87,59,1,17,165,195,18,23,1,5,0,1,139,319,9,31,2,2,2,28
108,64000122036,高雄市鳳山二,新富里,4144,13,1,7,4,105,83,36,21,364,438,136,125,137,105,24,12,90,75,9,5,82,71,47,34,452,436,97,83,3,19,181,197,22,22,3,5,2,0,196,314,12,37,1,4,2,32
108,64000122037,高雄市鳳山二,國光里,3318,3,1,4,3,75,55,22,18,298,355,94,82,132,72,23,13,68,62,8,4,61,63,23,17,388,410,72,53,2,11,153,176,30,16,2,3,3,1,129,241,8,36,0,4,2,22
108,64000122038,高雄市鳳山二,國隆里,2536,5,2,2,0,62,27,20,11,230,248,73,42,90,61,14,5,42,29,2,4,48,30,10,13,295,318,65,34,1,16,143,147,24,22,0,4,1,0,113,203,10,36,0,5,2,27
108,64000122040,高雄市鳳山二,過埤里,13930,31,7,22,12,501,307,133,92,1633,1644,480,427,532,503,118,71,317,301,18,17,227,235,160,144,1527,1484,343,263,20,69,455,556,86,75,4,9,0,1,280,602,40,89,0,4,6,85
108,64000122043,高雄市鳳山二,五福里,3080,6,4,2,0,86,47,22,20,274,314,90,80,95,86,22,11,81,59,6,1,60,53,25,36,379,328,86,47,5,14,126,145,22,23,0,4,0,0,106,222,10,47,1,2,2,31
108,64000122049,高雄市鳳山二,福誠里,4640,11,2,11,2,187,129,45,35,512,625,148,131,146,149,26,25,99,94,8,4,69,73,52,45,420,494,90,86,8,17,152,181,23,28,6,3,0,0,139,241,9,65,5,8,5,32
108,64000122054,高雄市鳳山二,富甲里,2658,1,0,2,0,21,20,14,16,156,147,66,73,71,59,20,6,58,37,6,3,49,28,23,15,426,282,104,62,2,8,224,151,31,25,1,1,1,0,154,187,10,43,1,4,5,45
108,64000122055,高雄市鳳山二,南成里,8212,13,5,7,5,237,162,62,50,811,905,278,250,263,283,50,29,187,136,7,9,128,129,86,85,929,878,234,145,13,48,360,369,49,57,4,3,2,2,303,444,25,85,3,4,5,73
108,64000122057,高雄市鳳山二,大德里,4513,1,4,5,2,90,64,23,32,424,427,154,128,148,148,25,22,82,74,9,5,69,61,38,47,547,479,128,81,3,27,204,214,36,34,2,2,0,0,188,340,13,72,1,1,1,58
108,64000122063,高雄市鳳山二,國富里,2628,4,0,2,2,84,66,29,20,299,327,94,83,103,73,10,10,65,68,6,2,40,60,20,22,279,320,49,45,5,4,94,108,11,9,1,0,0,0,55,128,4,14,0,3,1,9
108,64000122064,高雄市鳳山二,武慶里,2389,6,0,5,0,81,53,18,17,233,242,80,66,67,74,11,12,56,45,4,4,48,37,23,17,258,282,67,38,5,12,99,116,13,15,2,2,1,0,62,152,9,36,0,3,1,17
108,64000122065,高雄市鳳山二,海洋里,3918,10,6,5,2,116,81,34,33,421,491,142,114,132,137,19,15,102,89,8,2,75,82,49,34,367,470,110,62,3,15,121,176,22,26,1,1,2,0,99,183,6,31,0,4,1,19
108,64000122066,高雄市鳳山二,新武里,2379,10,2,3,1,70,44,17,15,214,240,76,70,75,68,16,14,57,42,7,3,40,50,26,14,264,233,58,60,5,7,118,124,20,18,0,3,2,0,80,163,5,21,0,5,1,18
108,64000122067,高雄市鳳山二,新樂里,4485,12,2,8,1,127,78,48,37,483,555,189,162,137,141,25,22,118,110,4,5,77,89,50,46,464,508,114,70,5,22,145,184,21,30,1,5,4,0,101,209,10,34,0,3,2,27
108,64000122068,高雄市鳳山二,新泰里,4211,9,4,8,5,146,90,46,43,461,523,194,144,140,160,22,16,119,94,6,8,70,84,39,49,371,473,74,56,9,19,135,174,27,31,1,6,1,1,91,185,13,30,0,3,5,26
108,64000122069,高雄市鳳山二,中崙里,2555,2,2,2,0,59,24,21,21,254,296,86,69,83,58,17,13,48,54,7,7,45,50,24,14,315,290,73,36,4,7,122,139,18,18,2,3,1,0,71,141,6,31,0,3,3,16
108,64000122070,高雄市鳳山二,中榮里,4602,3,0,3,2,69,32,28,19,348,396,160,109,131,117,31,17,87,68,3,6,97,106,41,35,626,554,156,108,11,27,278,294,38,52,2,4,0,0,138,287,13,48,1,9,6,42
108,64000122071,高雄市鳳山二,中民里,4631,5,2,4,2,99,58,29,29,379,422,176,136,122,114,36,20,78,84,10,5,101,86,38,33,632,598,122,94,8,15,207,284,41,40,3,2,0,2,134,281,9,50,1,3,2,35
108,64000122072,高雄市鳳山二,二甲里,4650,3,0,8,2,128,62,26,23,415,471,134,118,162,140,33,24,97,64,9,5,83,68,52,49,585,530,144,79,2,22,181,233,27,38,3,3,1,1,177,324,21,63,0,1,3,36
